topic,count,proportion,citations
Robotics,153,0.4396551724137931,3059
Robots,128,0.367816091954023,2835
Manipulator,35,0.10057471264367816,1220
AI,22,0.06321839080459771,592
Mobile Robots,3,0.008620689655172414,54
Classification,2,0.005747126436781609,148
Expert System,1,0.0028735632183908046,3
Pattern Recognition,1,0.0028735632183908046,3
Pose Estimation,1,0.0028735632183908046,1
Computer Vision,1,0.0028735632183908046,0
Data Storage,1,0.0028735632183908046,4
