topic,count,proportion,citations
Robotics,139,0.38186813186813184,4798
Robots,129,0.3543956043956044,4777
Database,28,0.07692307692307693,996
Machine Learning,27,0.07417582417582418,1124
Regression,26,0.07142857142857142,613
Classification,9,0.024725274725274724,239
Deep Learning,5,0.013736263736263736,310
Monte Carlo,1,0.0027472527472527475,11
